108,29,635,4,134,"varexpand@209-342@src/var.c","src/var.c","varexpand","varexpand( struct GlobalConfig * global , const char * line , struct curlx_dynbuf * out , bool * replaced)",209,342
30,6,185,6,34,"addvariable@349-382@src/var.c","src/var.c","addvariable","addvariable( struct GlobalConfig * global , const char * name , size_t nlen , const char * content , size_t clen , bool contalloc)",349,382
75,20,380,2,81,"setvariable@384-464@src/var.c","src/var.c","setvariable","setvariable( struct GlobalConfig * global , const char * input)",384,464
121,54,901,4,169,"tool_header_cb@68-236@src/tool_cb_hdr.c","src/tool_cb_hdr.c","tool_header_cb","tool_header_cb( char * ptr , size_t size , size_t nmemb , void * userdata)",68,236
65,16,335,2,95,"parse_filename@241-335@src/tool_cb_hdr.c","src/tool_cb_hdr.c","parse_filename","parse_filename( const char * ptr , size_t len)",241,335
58,22,393,4,82,"write_linked_location@348-429@src/tool_cb_hdr.c","src/tool_cb_hdr.c","write_linked_location","write_linked_location( CURL * curl , const char * location , size_t loclen , FILE * stream)",348,429
17,3,181,3,22,"glob_fixed@40-61@src/tool_urlglob.c","src/tool_urlglob.c","glob_fixed","glob_fixed( struct URLGlob * glob , char * fixed , size_t len)",40,61
18,6,96,2,22,"multiply@67-88@src/tool_urlglob.c","src/tool_urlglob.c","multiply","multiply( curl_off_t * amount , curl_off_t with)",67,88
72,17,485,5,94,"glob_set@90-183@src/tool_urlglob.c","src/tool_urlglob.c","glob_set","glob_set( struct URLGlob * glob , char ** patternp , size_t * posp , curl_off_t * amount , int globindex)",90,183
114,40,792,5,150,"glob_range@185-334@src/tool_urlglob.c","src/tool_urlglob.c","glob_range","glob_range( struct URLGlob * glob , char ** patternp , size_t * posp , curl_off_t * amount , int globindex)",185,334
23,6,130,2,34,"peek_ipv6@338-371@src/tool_urlglob.c","src/tool_urlglob.c","peek_ipv6","peek_ipv6( const char * str , size_t * skip)",338,371
61,21,347,4,77,"glob_parse@373-449@src/tool_urlglob.c","src/tool_urlglob.c","glob_parse","glob_parse( struct URLGlob * glob , char * pattern , size_t pos , curl_off_t * amount)",373,449
43,7,245,4,55,"glob_url@451-505@src/tool_urlglob.c","src/tool_urlglob.c","glob_url","glob_url( struct URLGlob ** glob , char * url , curl_off_t * urlnum , FILE * error)",451,505
20,6,146,1,22,"glob_cleanup@507-528@src/tool_urlglob.c","src/tool_urlglob.c","glob_cleanup","glob_cleanup( struct URLGlob * glob)",507,528
85,19,547,2,93,"glob_next_url@530-622@src/tool_urlglob.c","src/tool_urlglob.c","glob_next_url","glob_next_url( char ** globbed , struct URLGlob * glob)",530,622
81,17,471,3,96,"glob_match_url@626-721@src/tool_urlglob.c","src/tool_urlglob.c","glob_match_url","glob_match_url( char ** result , char * filename , struct URLGlob * glob)",626,721
17,4,67,1,25,"is_vms_shell@50-74@src/tool_vms.c","src/tool_vms.c","is_vms_shell","is_vms_shell( void)",50,74
14,4,61,2,19,"vms_special_exit@93-111@src/tool_vms.c","src/tool_vms.c","vms_special_exit","vms_special_exit( int code , int vms_show)",93,111
33,6,196,1,46,"decc_init@149-194@src/tool_vms.c","src/tool_vms.c","decc_init","decc_init( void)",149,194
69,18,316,3,93,"parse_cert_parameter@372-464@src/tool_getparam.c","src/tool_getparam.c","parse_cert_parameter","parse_cert_parameter( const char * cert_parameter , char ** certname , char ** passphrase)",372,464
23,6,117,1,26,"replace_url_encoded_space_by_plus@467-492@src/tool_getparam.c","src/tool_getparam.c","replace_url_encoded_space_by_plus","replace_url_encoded_space_by_plus( char * url)",467,492
11,2,62,3,11,"GetFileAndPassword@495-505@src/tool_getparam.c","src/tool_getparam.c","GetFileAndPassword","GetFileAndPassword( char * nextarg , char ** file , char ** password)",495,505
44,15,222,4,48,"GetSizeParameter@510-557@src/tool_getparam.c","src/tool_getparam.c","GetSizeParameter","GetSizeParameter( struct GlobalConfig * global , const char * arg , const char * which , curl_off_t * value_out)",510,557
7,2,30,1,10,"cleanarg@560-569@src/tool_getparam.c","src/tool_getparam.c","cleanarg","cleanarg( argv_item_t str)",560,569
82,15,395,4,99,"data_urlencode@575-673@src/tool_getparam.c","src/tool_getparam.c","data_urlencode","data_urlencode( struct GlobalConfig * global , char * nextarg , char ** postp , size_t * lenp)",575,673
9,3,44,3,10,"sethttpver@675-684@src/tool_getparam.c","src/tool_getparam.c","sethttpver","sethttpver( struct GlobalConfig * global , struct OperationConfig * config , long httpversion)",675,684
49,10,220,2,54,"set_trace_config@686-739@src/tool_getparam.c","src/tool_getparam.c","set_trace_config","set_trace_config( struct GlobalConfig * global , const char * config)",686,739
1677,512,7764,6,1950,"getparameter@741-2690@src/tool_getparam.c","src/tool_getparam.c","getparameter","getparameter( const char * flag , char * nextarg , argv_item_t cleararg , bool * usedarg , struct GlobalConfig * global , struct OperationConfig * config)",741,2690
78,27,452,2,103,"parse_args@2692-2794@src/tool_getparam.c","src/tool_getparam.c","parse_args","parse_args( struct GlobalConfig * global , int argc , argv_item_t argv [ ])",2692,2794
20,4,103,2,25,"slist_wc_append@38-62@src/slist_wc.c","src/slist_wc.c","slist_wc_append","slist_wc_append( struct slist_wc * list , const char * data)",38,62
7,2,28,1,8,"slist_wc_free_all@65-72@src/slist_wc.c","src/slist_wc.c","slist_wc_free_all","slist_wc_free_all( struct slist_wc * list)",65,72
14,3,74,2,15,"tool_mime_new@42-56@src/tool_formparse.c","src/tool_formparse.c","tool_mime_new","tool_mime_new( struct tool_mime * parent , toolmimekind kind)",42,56
4,1,17,1,4,"tool_mime_new_parts@58-61@src/tool_formparse.c","src/tool_formparse.c","tool_mime_new_parts","tool_mime_new_parts( struct tool_mime * parent)",58,61
15,3,66,2,16,"tool_mime_new_data@63-78@src/tool_formparse.c","src/tool_formparse.c","tool_mime_new_data","tool_mime_new_data( struct tool_mime * parent , char * mime_data)",63,78
71,19,348,4,80,"tool_mime_new_filedata@80-159@src/tool_formparse.c","src/tool_formparse.c","tool_mime_new_filedata","tool_mime_new_filedata( struct tool_mime * parent , const char * filename , bool isremotefile , CURLcode * errcode)",80,159
16,4,88,1,16,"tool_mime_free@161-176@src/tool_formparse.c","src/tool_formparse.c","tool_mime_free","tool_mime_free( struct tool_mime * mime)",161,176
31,8,187,4,35,"tool_mime_stdin_read@180-214@src/tool_formparse.c","src/tool_formparse.c","tool_mime_stdin_read","tool_mime_stdin_read( char * buffer , size_t size , size_t nitems , void * arg)",180,214
20,6,104,3,21,"tool_mime_stdin_seek@216-236@src/tool_formparse.c","src/tool_formparse.c","tool_mime_stdin_seek","tool_mime_stdin_seek( void * instream , curl_off_t offset , int whence)",216,236
60,23,337,3,67,"tool2curlparts@240-306@src/tool_formparse.c","src/tool_formparse.c","tool2curlparts","tool2curlparts( CURL * curl , struct tool_mime * m , curl_mime * mime)",240,306
14,3,75,3,15,"tool2curlmime@308-322@src/tool_formparse.c","src/tool_formparse.c","tool2curlmime","tool2curlmime( CURL * curl , struct tool_mime * m , curl_mime ** mime)",308,322
51,21,280,4,58,"get_param_word@329-386@src/tool_formparse.c","src/tool_formparse.c","get_param_word","get_param_word( struct OperationConfig * config , char ** str , char ** end_pos , char endchar)",329,386
8,2,44,2,10,"slist_append@389-398@src/tool_formparse.c","src/tool_formparse.c","slist_append","slist_append( struct curl_slist ** plist , const char * data)",389,398
55,18,281,4,60,"read_field_headers@401-460@src/tool_formparse.c","src/tool_formparse.c","read_field_headers","read_field_headers( struct OperationConfig * config , const char * filename , FILE * fp , struct curl_slist ** pheaders)",401,460
171,62,1057,8,197,"get_param_part@462-658@src/tool_formparse.c","src/tool_formparse.c","get_param_part","get_param_part( struct OperationConfig * config , char endchar , char ** str , char ** pdata , char ** ptype , char ** pfilename , char ** pencoder , struct curl_slist ** pheaders)",462,658
155,34,849,5,191,"formparse@717-907@src/tool_formparse.c","src/tool_formparse.c","formparse","formparse( struct OperationConfig * config , const char * input , struct tool_mime ** mimeroot , struct tool_mime ** mimecurrent , bool literal_value)",717,907
10,5,63,1,10,"main_checkfds@92-101@src/tool_main.c","src/tool_main.c","main_checkfds","main_checkfds( void)",92,101
21,7,129,1,27,"memory_tracking_init@107-133@src/tool_main.c","src/tool_main.c","memory_tracking_init","memory_tracking_init( void)",107,133
32,5,158,1,45,"main_init@143-187@src/tool_main.c","src/tool_main.c","main_init","main_init( struct GlobalConfig * config)",143,187
8,3,46,1,10,"free_globalconfig@189-198@src/tool_main.c","src/tool_main.c","free_globalconfig","free_globalconfig( struct GlobalConfig * config)",189,198
8,1,37,1,12,"main_free@204-215@src/tool_main.c","src/tool_main.c","main_free","main_free( struct GlobalConfig * config)",204,215
33,12,216,1,61,"main@228-288@src/tool_main.c","src/tool_main.c","main","main( int argc , char * argv [ ])",228,288
24,4,163,3,32,"getpass_r@62-93@src/tool_getpass.c","src/tool_getpass.c","getpass_r","getpass_r( const char * prompt , char * buffer , size_t buflen)",62,93
19,7,129,3,25,"getpass_r@99-123@src/tool_getpass.c","src/tool_getpass.c","getpass_r","getpass_r( const char * prompt , char * buffer , size_t buflen)",99,123
22,7,120,2,37,"ttyecho@137-173@src/tool_getpass.c","src/tool_getpass.c","ttyecho","ttyecho( bool enable , int fd)",137,173
24,5,129,3,30,"getpass_r@175-204@src/tool_getpass.c","src/tool_getpass.c","getpass_r","getpass_r( const char * prompt , char * password , size_t buflen)",175,204
16,1,95,1,17,"config_init@32-48@src/tool_cfgable.c","src/tool_cfgable.c","config_init","config_init( struct OperationConfig * config)",32,48
111,2,744,1,129,"free_config_fields@50-178@src/tool_cfgable.c","src/tool_cfgable.c","free_config_fields","free_config_fields( struct OperationConfig * config)",50,178
10,2,45,1,14,"config_free@180-193@src/tool_cfgable.c","src/tool_cfgable.c","config_free","config_free( struct OperationConfig * config)",180,193
90,35,515,3,123,"sanitize_file_name@113-235@src/tool_doswin.c","src/tool_doswin.c","sanitize_file_name","sanitize_file_name( char ** const sanitized , const char * file_name , int flags)",113,235
22,11,126,2,30,"truncate_dryrun@263-292@src/tool_doswin.c","src/tool_doswin.c","truncate_dryrun","truncate_dryrun( const char * path , const size_t truncate_pos)",263,292
109,47,692,3,132,"msdosify@313-444@src/tool_doswin.c","src/tool_doswin.c","msdosify","msdosify( char ** const sanitized , const char * file_name , int flags)",313,444
83,42,606,3,126,"rename_if_reserved_dos_device_name@460-585@src/tool_doswin.c","src/tool_doswin.c","rename_if_reserved_dos_device_name","rename_if_reserved_dos_device_name( char ** const sanitized , const char * file_name , int flags)",460,585
5,1,20,1,5,"__crt0_glob_function@592-596@src/tool_doswin.c","src/tool_doswin.c","__crt0_glob_function","__crt0_glob_function( char * arg)",592,596
23,6,131,3,34,"FindWin32CACert@617-650@src/tool_doswin.c","src/tool_doswin.c","FindWin32CACert","FindWin32CACert( struct OperationConfig * config , curl_sslbackend backend , const TCHAR * bundle_file)",617,650
36,10,210,1,49,"GetLoadedModulePaths@656-704@src/tool_doswin.c","src/tool_doswin.c","GetLoadedModulePaths","GetLoadedModulePaths( void)",656,704
5,2,32,1,5,"restore_terminal@717-721@src/tool_doswin.c","src/tool_doswin.c","restore_terminal","restore_terminal( void)",717,721
6,3,24,1,6,"signal_handler@726-731@src/tool_doswin.c","src/tool_doswin.c","signal_handler","signal_handler( DWORD type)",726,731
22,6,125,1,30,"init_terminal@733-762@src/tool_doswin.c","src/tool_doswin.c","init_terminal","init_terminal( void)",733,762
11,2,43,1,16,"win32_init@767-782@src/tool_doswin.c","src/tool_doswin.c","win32_init","win32_init( void)",767,782
14,6,38,1,17,"is_fatal_error@116-132@src/tool_operate.c","src/tool_operate.c","is_fatal_error","is_fatal_error( CURLcode code)",116,132
9,2,31,1,9,"is_pkcs11_uri@137-145@src/tool_operate.c","src/tool_operate.c","is_pkcs11_uri","is_pkcs11_uri( const char * string)",137,145
21,4,97,2,24,"vms_realfilesize@158-181@src/tool_operate.c","src/tool_operate.c","vms_realfilesize","vms_realfilesize( const char * name , const struct_stat * stat_buf)",158,181
12,3,49,2,12,"VmsSpecialSize@189-200@src/tool_operate.c","src/tool_operate.c","VmsSpecialSize","VmsSpecialSize( const char * name , const struct_stat * stat_buf)",189,200
18,3,79,1,23,"add_per_transfer@211-233@src/tool_operate.c","src/tool_operate.c","add_per_transfer","add_per_transfer( struct per_transfer ** per)",211,233
21,3,87,1,26,"del_per_transfer@237-262@src/tool_operate.c","src/tool_operate.c","del_per_transfer","del_per_transfer( struct per_transfer * per)",237,262
53,17,334,2,81,"pre_transfer@264-344@src/tool_operate.c","src/tool_operate.c","pre_transfer","pre_transfer( struct GlobalConfig * global , struct per_transfer * per)",264,344
10,5,68,2,11,"AmigaSetComment@347-357@src/tool_operate.c","src/tool_operate.c","AmigaSetComment","AmigaSetComment( struct per_transfer * per , CURLcode result)",347,357
17,4,88,1,19,"single_transfer_cleanup@365-383@src/tool_operate.c","src/tool_operate.c","single_transfer_cleanup","single_transfer_cleanup( struct OperationConfig * config)",365,383
221,100,1376,5,312,"post_per_transfer@388-699@src/tool_operate.c","src/tool_operate.c","post_per_transfer","post_per_transfer( struct GlobalConfig * global , struct per_transfer * per , CURLcode result , bool * retryp , long * delay)",388,699
35,11,197,3,40,"url_proto@704-743@src/tool_operate.c","src/tool_operate.c","url_proto","url_proto( char ** url , struct OperationConfig * config , char ** scheme)",704,743
1109,359,7054,5,1506,"single_transfer@746-2251@src/tool_operate.c","src/tool_operate.c","single_transfer","single_transfer( struct GlobalConfig * global , struct OperationConfig * config , CURLSH * share , bool capath_from_env , bool * added)",746,2251
61,16,380,5,70,"add_parallel_transfers@2260-2329@src/tool_operate.c","src/tool_operate.c","add_parallel_transfers","add_parallel_transfers( struct GlobalConfig * global , CURLM * multi , CURLSH * share , bool * morep , bool * addedp)",2260,2329
110,38,591,2,133,"parallel_transfers@2331-2463@src/tool_operate.c","src/tool_operate.c","parallel_transfers","parallel_transfers( struct GlobalConfig * global , CURLSH * share)",2331,2463
64,20,330,2,81,"serial_transfers@2465-2545@src/tool_operate.c","src/tool_operate.c","serial_transfers","serial_transfers( struct GlobalConfig * global , CURLSH * share)",2465,2545
75,20,386,4,106,"transfer_per_config@2548-2653@src/tool_operate.c","src/tool_operate.c","transfer_per_config","transfer_per_config( struct GlobalConfig * global , struct OperationConfig * config , CURLSH * share , bool * added)",2548,2653
16,4,78,3,17,"create_transfer@2659-2675@src/tool_operate.c","src/tool_operate.c","create_transfer","create_transfer( struct GlobalConfig * global , CURLSH * share , bool * added)",2659,2675
26,5,140,3,39,"run_all_transfers@2677-2715@src/tool_operate.c","src/tool_operate.c","run_all_transfers","run_all_transfers( struct GlobalConfig * global , CURLSH * share , CURLcode result)",2677,2715
77,25,443,2,111,"operate@2717-2827@src/tool_operate.c","src/tool_operate.c","operate","operate( struct GlobalConfig * global , int argc , argv_item_t argv [ ])",2717,2827
40,15,248,1,52,"get_libcurl_info@137-188@src/tool_libinfo.c","src/tool_libinfo.c","get_libcurl_info","get_libcurl_info( void)",137,188
10,4,52,1,11,"proto_token@198-208@src/tool_libinfo.c","src/tool_libinfo.c","proto_token","proto_token( const char * proto)",198,208
46,10,318,4,63,"tool_read_cb@46-108@src/tool_cb_rea.c","src/tool_cb_rea.c","tool_read_cb","tool_read_cb( char * buffer , size_t sz , size_t nmemb , void * userdata)",46,108
16,3,88,5,19,"tool_readbusy_cb@114-132@src/tool_cb_rea.c","src/tool_cb_rea.c","tool_readbusy_cb","tool_readbusy_cb( void * clientp , curl_off_t dltotal , curl_off_t dlnow , curl_off_t ultotal , curl_off_t ulnow)",114,132
26,6,131,1,31,"stripcredentials@51-81@src/tool_xattr.c","src/tool_xattr.c","stripcredentials","stripcredentials( const char * url)",51,81
20,8,124,3,28,"xattr@83-110@src/tool_xattr.c","src/tool_xattr.c","xattr","xattr( int fd , const char * attr , const char * value)",83,110
20,7,133,3,22,"fwrite_xattr@114-135@src/tool_xattr.c","src/tool_xattr.c","fwrite_xattr","fwrite_xattr( CURL * curl , const char * url , int fd)",114,135
23,6,152,3,23,"checkhome@68-90@src/tool_findfile.c","src/tool_findfile.c","checkhome","checkhome( const char * home , const char * fname , bool dotscore)",68,90
50,19,294,2,56,"findfile@102-157@src/tool_findfile.c","src/tool_findfile.c","findfile","findfile( const char * fname , int dotscore)",102,157
25,11,105,2,35,"show_dir_errno@48-82@src/tool_dirhie.c","src/tool_dirhie.c","show_dir_errno","show_dir_errno( struct GlobalConfig * global , const char * name)",48,82
49,14,278,2,69,"create_dir_hierarchy@99-167@src/tool_dirhie.c","src/tool_dirhie.c","create_dir_hierarchy","create_dir_hierarchy( const char * outfile , struct GlobalConfig * global)",99,167
24,8,247,2,46,"max5data@36-81@src/tool_progress.c","src/tool_progress.c","max5data","max5data( curl_off_t bytes , char * max5)",36,81
20,3,95,5,23,"xferinfo_cb@83-105@src/tool_progress.c","src/tool_progress.c","xferinfo_cb","xferinfo_cb( void * clientp , curl_off_t dltotal , curl_off_t dlnow , curl_off_t ultotal , curl_off_t ulnow)",83,105
24,4,190,2,26,"time2str@109-134@src/tool_progress.c","src/tool_progress.c","time2str","time2str( char * r , curl_off_t seconds)",109,134
130,23,688,3,150,"progress_meter@157-306@src/tool_progress.c","src/tool_progress.c","progress_meter","progress_meter( struct GlobalConfig * global , struct timeval * start , bool final)",157,306
13,3,63,1,14,"progress_finalize@308-321@src/tool_progress.c","src/tool_progress.c","progress_finalize","progress_finalize( struct per_transfer * per)",308,321
44,7,254,3,53,"getfiletime@36-88@src/tool_filetime.c","src/tool_filetime.c","getfiletime","getfiletime( const char * filename , struct GlobalConfig * global , curl_off_t * stamp)",36,88
51,10,342,3,64,"setfiletime@91-154@src/tool_filetime.c","src/tool_filetime.c","setfiletime","setfiletime( curl_off_t filetime , const char * filename , struct GlobalConfig * global)",91,154
41,14,298,2,57,"c_escape@207-263@src/tool_setopt.c","src/tool_setopt.c","c_escape","c_escape( const char * str , curl_off_t len)",207,263
27,10,162,6,36,"tool_setopt_enum@266-301@src/tool_setopt.c","src/tool_setopt.c","tool_setopt_enum","tool_setopt_enum( CURL * curl , struct GlobalConfig * config , const char * name , CURLoption tag , const struct NameValue * nvlist , long lval)",266,301
33,10,213,6,42,"tool_setopt_bitmask@304-345@src/tool_setopt.c","src/tool_setopt.c","tool_setopt_bitmask","tool_setopt_bitmask( CURL * curl , struct GlobalConfig * config , const char * name , CURLoption tag , const struct NameValueUnsigned * nvlist , long lval)",304,345
21,3,122,2,25,"libcurl_generate_slist@348-372@src/tool_setopt.c","src/tool_setopt.c","libcurl_generate_slist","libcurl_generate_slist( struct curl_slist * slist , int * slistno)",348,372
90,25,493,4,108,"libcurl_generate_mime_part@380-487@src/tool_setopt.c","src/tool_setopt.c","libcurl_generate_mime_part","libcurl_generate_mime_part( CURL * curl , struct GlobalConfig * config , struct tool_mime * part , int mimeno)",380,487
20,2,110,4,24,"libcurl_generate_mime@490-513@src/tool_setopt.c","src/tool_setopt.c","libcurl_generate_mime","libcurl_generate_mime( CURL * curl , struct GlobalConfig * config , struct tool_mime * toolmime , int * mimeno)",490,513
15,4,90,5,18,"tool_setopt_mimepost@516-533@src/tool_setopt.c","src/tool_setopt.c","tool_setopt_mimepost","tool_setopt_mimepost( CURL * curl , struct GlobalConfig * config , const char * name , CURLoption tag , curl_mime * mimepost)",516,533
15,5,87,5,19,"tool_setopt_slist@536-554@src/tool_setopt.c","src/tool_setopt.c","tool_setopt_slist","tool_setopt_slist( CURL * curl , struct GlobalConfig * config , const char * name , CURLoption tag , struct curl_slist * list)",536,554
91,21,502,6,112,"tool_setopt@558-669@src/tool_setopt.c","src/tool_setopt.c","tool_setopt","tool_setopt( CURL * curl , bool str , struct GlobalConfig * global , struct OperationConfig * config , const char * name , CURLoption tag , ...)",558,669
42,18,128,1,42,"param2text@43-84@src/tool_helpers.c","src/tool_helpers.c","param2text","param2text( int res)",43,84
20,3,87,3,23,"SetHTTPrequest@86-108@src/tool_helpers.c","src/tool_helpers.c","SetHTTPrequest","SetHTTPrequest( struct OperationConfig * config , HttpReq req , HttpReq * store)",86,108
23,4,95,3,25,"customrequest_helper@110-134@src/tool_helpers.c","src/tool_helpers.c","customrequest_helper","customrequest_helper( struct OperationConfig * config , HttpReq req , char * method)",110,134
45,15,258,4,47,"jsonquoted@41-87@src/tool_writeout_json.c","src/tool_writeout_json.c","jsonquoted","jsonquoted( const char * in , size_t len , struct curlx_dynbuf * out , bool lowercase)",41,87
12,3,87,3,13,"jsonWriteString@89-101@src/tool_writeout_json.c","src/tool_writeout_json.c","jsonWriteString","jsonWriteString( FILE * stream , const char * in , bool lowercase)",89,101
